pokeman\mewtwo\00000239.jpg,3
pokeman\bulbasaur\00000167.jpg,1
pokeman\mewtwo\00000191.jpg,3
pokeman\bulbasaur\00000191.png,1
pokeman\mewtwo\00000007.jpg,3
pokeman\bulbasaur\00000101.png,1
pokeman\pikachu\00000054.jpg,4
pokeman\squirtle\00000107.jpg,5
pokeman\squirtle\00000109.png,5
pokeman\bulbasaur\00000207.jpg,1
pokeman\pikachu\00000224.jpg,4
pokeman\squirtle\00000157.jpg,5
pokeman\squirtle\00000089.png,5
pokeman\charmander\00000225.png,2
pokeman\mewtwo\00000074.png,3
pokeman\bulbasaur\00000157.png,1
pokeman\squirtle\00000170.png,5
pokeman\bulbasaur\00000091.png,1
pokeman\mewtwo\00000229.png,3
pokeman\squirtle\00000100.png,5
pokeman\mewtwo\00000028.jpg,3
pokeman\bulbasaur\00000004.png,1
pokeman\bulbasaur\00000213.jpg,1
pokeman\bulbasaur\00000231.jpg,1
pokeman\mewtwo\00000233.png,3
pokeman\bulbasaur\00000152.jpg,1
pokeman\pikachu\00000019.jpg,4
pokeman\bulbasaur\00000131.jpg,1
pokeman\pikachu\00000137.jpg,4
pokeman\bulbasaur\00000234.png,1
pokeman\bulbasaur\00000057.jpg,1
pokeman\squirtle\00000022.png,5
pokeman\squirtle\00000146.png,5
pokeman\pikachu\00000191.jpg,4
pokeman\pikachu\00000040.png,4
pokeman\pikachu\00000056.jpg,4
pokeman\charmander\00000119.jpg,2
pokeman\charmander\00000048.png,2
pokeman\squirtle\00000108.jpg,5
pokeman\charmander\00000158.jpg,2
pokeman\mewtwo\00000126.jpg,3
pokeman\pikachu\00000206.jpg,4
pokeman\bulbasaur\00000130.png,1
pokeman\pikachu\00000068.png,4
pokeman\bulbasaur\00000227.png,1
pokeman\pikachu\00000135.png,4
pokeman\mewtwo\00000156.jpg,3
pokeman\bulbasaur\00000215.png,1
pokeman\squirtle\00000177.jpg,5
pokeman\bulbasaur\00000007.jpg,1
pokeman\bulbasaur\00000060.png,1
pokeman\charmander\00000060.jpg,2
pokeman\charmander\00000052.jpg,2
pokeman\squirtle\00000191.jpg,5
pokeman\squirtle\00000008.png,5
pokeman\squirtle\00000092.jpg,5
pokeman\pikachu\00000031.png,4
pokeman\squirtle\00000186.png,5
pokeman\bulbasaur\00000222.jpg,1
pokeman\squirtle\00000206.png,5
pokeman\squirtle\00000155.jpg,5
pokeman\pikachu\00000139.png,4
pokeman\mewtwo\00000133.jpg,3
pokeman\squirtle\00000082.jpg,5
pokeman\mewtwo\00000237.png,3
pokeman\bulbasaur\00000216.jpg,1
pokeman\mewtwo\00000043.png,3
pokeman\pikachu\00000138.jpg,4
pokeman\squirtle\00000060.png,5
pokeman\charmander\00000219.png,2
pokeman\squirtle\00000076.png,5
pokeman\mewtwo\00000244.jpg,3
pokeman\squirtle\00000002.jpg,5
pokeman\mewtwo\00000106.png,3
pokeman\pikachu\00000036.png,4
pokeman\squirtle\00000147.png,5
pokeman\charmander\00000088.jpg,2
pokeman\squirtle\00000073.png,5
pokeman\bulbasaur\00000051.jpg,1
pokeman\squirtle\00000012.png,5
pokeman\squirtle\00000081.png,5
pokeman\charmander\00000177.jpg,2
pokeman\bulbasaur\00000211.png,1
pokeman\pikachu\00000067.png,4
pokeman\charmander\00000000.png,2
pokeman\mewtwo\00000139.jpg,3
pokeman\mewtwo\00000034.png,3
pokeman\charmander\00000057.png,2
pokeman\charmander\00000069.png,2
pokeman\mewtwo\00000124.png,3
pokeman\mewtwo\00000242.png,3
pokeman\charmander\00000116.jpg,2
pokeman\mewtwo\00000236.jpg,3
pokeman\bulbasaur\00000238.jpg,1
pokeman\squirtle\00000219.png,5
pokeman\bulbasaur\00000160.png,1
pokeman\charmander\00000108.png,2
pokeman\squirtle\00000203.jpg,5
pokeman\mewtwo\00000104.jpg,3
pokeman\pikachu\00000045.png,4
pokeman\mewtwo\00000188.png,3
pokeman\pikachu\00000014.png,4
pokeman\mewtwo\00000143.jpg,3
pokeman\mewtwo\00000032.jpg,3
pokeman\mewtwo\00000152.png,3
pokeman\mewtwo\00000163.png,3
pokeman\charmander\00000016.png,2
pokeman\charmander\00000087.jpg,2
pokeman\charmander\00000170.jpg,2
pokeman\charmander\00000024.jpg,2
pokeman\bulbasaur\00000178.jpg,1
pokeman\mewtwo\00000111.png,3
pokeman\squirtle\00000220.jpg,5
pokeman\pikachu\00000179.jpg,4
pokeman\mewtwo\00000029.jpg,3
pokeman\pikachu\00000000.jpg,4
pokeman\pikachu\00000064.jpg,4
pokeman\pikachu\00000009.png,4
pokeman\mewtwo\00000131.jpg,3
pokeman\charmander\00000003.png,2
pokeman\pikachu\00000208.jpg,4
pokeman\pikachu\00000201.png,4
pokeman\pikachu\00000102.png,4
pokeman\mewtwo\00000173.jpg,3
pokeman\charmander\00000107.png,2
pokeman\charmander\00000008.png,2
pokeman\squirtle\00000181.jpg,5
pokeman\bulbasaur\00000236.jpg,1
pokeman\mewtwo\00000014.png,3
pokeman\bulbasaur\00000179.jpg,1
pokeman\pikachu\00000220.png,4
pokeman\charmander\00000183.jpg,2
pokeman\bulbasaur\00000232.jpg,1
pokeman\pikachu\00000033.jpg,4
pokeman\squirtle\00000047.jpg,5
pokeman\mewtwo\00000203.jpg,3
pokeman\mewtwo\00000083.jpg,3
pokeman\squirtle\00000230.jpg,5
pokeman\pikachu\00000235.jpg,4
pokeman\mewtwo\00000044.png,3
pokeman\pikachu\00000229.jpg,4
pokeman\charmander\00000054.png,2
pokeman\mewtwo\00000183.jpg,3
pokeman\charmander\00000242.jpg,2
pokeman\pikachu\00000053.jpg,4
pokeman\bulbasaur\00000219.jpg,1
pokeman\charmander\00000019.png,2
pokeman\charmander\00000174.png,2
pokeman\charmander\00000006.png,2
pokeman\bulbasaur\00000067.jpg,1
pokeman\mewtwo\00000080.png,3
pokeman\pikachu\00000032.jpg,4
pokeman\bulbasaur\00000170.png,1
pokeman\squirtle\00000135.png,5
pokeman\mewtwo\00000012.jpg,3
pokeman\mewtwo\00000204.jpg,3
pokeman\pikachu\00000134.jpg,4
pokeman\pikachu\00000143.png,4
pokeman\mewtwo\00000220.png,3
pokeman\squirtle\00000096.jpg,5
pokeman\pikachu\00000160.jpg,4
pokeman\charmander\00000178.png,2
pokeman\charmander\00000220.jpg,2
pokeman\mewtwo\00000145.jpg,3
pokeman\bulbasaur\00000020.png,1
pokeman\mewtwo\00000213.jpg,3
pokeman\pikachu\00000173.jpg,4
pokeman\bulbasaur\00000169.png,1
pokeman\pikachu\00000207.jpg,4
pokeman\bulbasaur\00000197.jpg,1
pokeman\bulbasaur\00000053.jpg,1
pokeman\pikachu\00000026.png,4
pokeman\pikachu\00000048.jpg,4
pokeman\bulbasaur\00000209.jpg,1
pokeman\squirtle\00000133.png,5
pokeman\pikachu\00000107.jpg,4
pokeman\squirtle\00000102.jpg,5
pokeman\pikachu\00000182.jpg,4
pokeman\pikachu\00000076.png,4
pokeman\pikachu\00000029.jpg,4
pokeman\squirtle\00000198.jpg,5
pokeman\bulbasaur\00000153.jpg,1
pokeman\charmander\00000204.jpg,2
pokeman\pikachu\00000221.jpg,4
pokeman\squirtle\00000213.png,5
pokeman\bulbasaur\00000074.png,1
pokeman\charmander\00000040.png,2
pokeman\bulbasaur\00000148.png,1
pokeman\squirtle\00000222.png,5
pokeman\pikachu\00000081.jpg,4
pokeman\charmander\00000117.jpg,2
pokeman\pikachu\00000074.png,4
pokeman\bulbasaur\00000120.png,1
pokeman\mewtwo\00000042.png,3
pokeman\charmander\00000005.png,2
pokeman\bulbasaur\00000125.jpg,1
pokeman\bulbasaur\00000018.jpg,1
pokeman\charmander\00000217.png,2
pokeman\bulbasaur\00000030.jpg,1
pokeman\squirtle\00000169.png,5
pokeman\pikachu\00000013.png,4
pokeman\squirtle\00000114.png,5
pokeman\squirtle\00000185.jpg,5
pokeman\pikachu\00000004.jpg,4
pokeman\charmander\00000029.png,2
pokeman\pikachu\00000041.jpg,4
pokeman\mewtwo\00000004.jpg,3
pokeman\squirtle\00000113.png,5
pokeman\bulbasaur\00000079.jpg,1
pokeman\squirtle\00000205.jpg,5
pokeman\pikachu\00000199.jpg,4
pokeman\squirtle\00000159.jpg,5
pokeman\pikachu\00000153.gif,4
pokeman\bulbasaur\00000218.jpg,1
pokeman\charmander\00000194.jpg,2
pokeman\mewtwo\00000222.jpg,3
pokeman\charmander\00000055.png,2
pokeman\squirtle\00000151.png,5
pokeman\mewtwo\00000107.jpg,3
pokeman\mewtwo\00000085.jpg,3
pokeman\squirtle\00000192.png,5
pokeman\squirtle\00000180.jpg,5
pokeman\bulbasaur\00000212.png,1
pokeman\charmander\00000208.jpg,2
pokeman\mewtwo\00000195.jpg,3
pokeman\pikachu\00000114.png,4
pokeman\pikachu\00000194.jpg,4
pokeman\mewtwo\00000134.jpg,3
pokeman\charmander\00000128.png,2
pokeman\pikachu\00000001.png,4
pokeman\bulbasaur\00000221.jpg,1
pokeman\squirtle\00000038.jpg,5
pokeman\mewtwo\00000168.png,3
pokeman\squirtle\00000025.png,5
pokeman\mewtwo\00000125.jpg,3
pokeman\mewtwo\00000153.png,3
pokeman\charmander\00000126.jpg,2
pokeman\mewtwo\00000165.jpg,3
pokeman\charmander\00000153.jpg,2
pokeman\charmander\00000021.png,2
pokeman\bulbasaur\00000185.png,1
pokeman\bulbasaur\00000034.jpg,1
pokeman\charmander\00000236.jpg,2
pokeman\bulbasaur\00000154.jpg,1
pokeman\charmander\00000154.png,2
pokeman\squirtle\00000103.jpg,5
pokeman\mewtwo\00000021.jpg,3
pokeman\squirtle\00000048.jpg,5
pokeman\pikachu\00000096.jpg,4
pokeman\pikachu\00000156.jpg,4
pokeman\mewtwo\00000154.png,3
pokeman\bulbasaur\00000217.jpg,1
pokeman\mewtwo\00000200.jpg,3
pokeman\charmander\00000051.jpg,2
pokeman\charmander\00000033.jpg,2
pokeman\squirtle\00000050.png,5
pokeman\bulbasaur\00000237.png,1
pokeman\charmander\00000064.jpg,2
pokeman\bulbasaur\00000055.jpg,1
pokeman\bulbasaur\00000163.png,1
pokeman\charmander\00000231.jpg,2
pokeman\squirtle\00000036.jpg,5
pokeman\charmander\00000138.jpg,2
pokeman\squirtle\00000033.jpg,5
pokeman\bulbasaur\00000118.jpg,1
pokeman\mewtwo\00000197.jpg,3
pokeman\bulbasaur\00000058.png,1
pokeman\bulbasaur\00000084.jpg,1
pokeman\pikachu\00000149.png,4
pokeman\mewtwo\00000050.png,3
pokeman\squirtle\00000055.jpg,5
pokeman\charmander\00000044.png,2
pokeman\squirtle\00000121.jpg,5
pokeman\charmander\00000162.jpg,2
pokeman\squirtle\00000141.jpg,5
pokeman\charmander\00000010.png,2
pokeman\bulbasaur\00000027.png,1
pokeman\pikachu\00000039.jpg,4
pokeman\charmander\00000053.jpg,2
pokeman\mewtwo\00000187.png,3
pokeman\bulbasaur\00000142.png,1
pokeman\charmander\00000223.png,2
pokeman\pikachu\00000148.png,4
pokeman\bulbasaur\00000171.png,1
pokeman\charmander\00000104.jpg,2
pokeman\pikachu\00000003.jpg,4
pokeman\bulbasaur\00000162.png,1
pokeman\charmander\00000059.jpg,2
pokeman\pikachu\00000024.png,4
pokeman\bulbasaur\00000029.jpg,1
pokeman\pikachu\00000075.jpg,4
pokeman\pikachu\00000011.png,4
pokeman\squirtle\00000104.png,5
pokeman\squirtle\00000229.jpg,5
pokeman\mewtwo\00000022.png,3
pokeman\charmander\00000026.png,2
pokeman\mewtwo\00000041.png,3
pokeman\mewtwo\00000160.png,3
pokeman\bulbasaur\00000137.jpg,1
pokeman\bulbasaur\00000205.jpg,1
pokeman\pikachu\00000190.png,4
pokeman\pikachu\00000174.jpg,4
pokeman\bulbasaur\00000117.png,1
pokeman\charmander\00000160.png,2
pokeman\mewtwo\00000091.jpg,3
pokeman\bulbasaur\00000077.jpg,1
pokeman\charmander\00000218.jpg,2
pokeman\mewtwo\00000171.jpg,3
pokeman\squirtle\00000221.jpg,5
pokeman\squirtle\00000224.jpg,5
pokeman\pikachu\00000108.png,4
pokeman\bulbasaur\00000202.jpg,1
pokeman\mewtwo\00000039.png,3
pokeman\mewtwo\00000120.jpg,3
pokeman\bulbasaur\00000097.png,1
pokeman\charmander\00000152.jpg,2
pokeman\mewtwo\00000149.jpg,3
pokeman\mewtwo\00000017.png,3
pokeman\pikachu\00000164.jpg,4
pokeman\pikachu\00000092.jpg,4
pokeman\mewtwo\00000174.png,3
pokeman\bulbasaur\00000081.jpg,1
pokeman\pikachu\00000168.png,4
pokeman\squirtle\00000123.jpg,5
pokeman\pikachu\00000066.png,4
pokeman\charmander\00000089.jpg,2
pokeman\charmander\00000207.jpg,2
pokeman\bulbasaur\00000012.png,1
pokeman\bulbasaur\00000019.jpg,1
pokeman\bulbasaur\00000037.jpg,1
pokeman\bulbasaur\00000026.png,1
pokeman\pikachu\00000213.jpg,4
pokeman\mewtwo\00000205.png,3
pokeman\bulbasaur\00000045.png,1
pokeman\charmander\00000147.jpg,2
pokeman\squirtle\00000001.jpg,5
pokeman\squirtle\00000172.png,5
pokeman\squirtle\00000034.png,5
pokeman\squirtle\00000017.png,5
pokeman\charmander\00000086.jpg,2
pokeman\pikachu\00000217.png,4
pokeman\pikachu\00000058.png,4
pokeman\mewtwo\00000140.jpg,3
pokeman\bulbasaur\00000201.png,1
pokeman\squirtle\00000039.jpg,5
pokeman\bulbasaur\00000016.png,1
pokeman\charmander\00000073.png,2
pokeman\charmander\00000234.jpg,2
pokeman\squirtle\00000137.png,5
pokeman\squirtle\00000068.png,5
pokeman\pikachu\00000010.png,4
pokeman\squirtle\00000110.jpg,5
pokeman\mewtwo\00000223.png,3
pokeman\squirtle\00000052.jpg,5
pokeman\squirtle\00000111.jpg,5
pokeman\mewtwo\00000082.png,3
pokeman\squirtle\00000139.jpg,5
pokeman\charmander\00000241.jpg,2
pokeman\charmander\00000198.jpg,2
pokeman\pikachu\00000023.png,4
pokeman\mewtwo\00000036.jpg,3
pokeman\pikachu\00000169.png,4
pokeman\mewtwo\00000192.jpg,3
pokeman\squirtle\00000223.jpg,5
pokeman\pikachu\00000038.png,4
pokeman\mewtwo\00000038.png,3
pokeman\squirtle\00000023.png,5
pokeman\bulbasaur\00000199.jpg,1
pokeman\pikachu\00000204.png,4
pokeman\squirtle\00000201.png,5
pokeman\mewtwo\00000184.jpg,3
pokeman\bulbasaur\00000182.png,1
pokeman\mewtwo\00000037.png,3
pokeman\bulbasaur\00000186.png,1
pokeman\charmander\00000124.jpg,2
pokeman\mewtwo\00000087.jpg,3
pokeman\charmander\00000097.jpg,2
pokeman\mewtwo\00000199.jpg,3
pokeman\bulbasaur\00000078.jpg,1
pokeman\mewtwo\00000092.png,3
pokeman\charmander\00000125.png,2
pokeman\bulbasaur\00000103.png,1
pokeman\pikachu\00000176.jpg,4
pokeman\pikachu\00000162.jpg,4
pokeman\pikachu\00000099.jpg,4
pokeman\bulbasaur\00000174.jpg,1
pokeman\mewtwo\00000148.png,3
pokeman\bulbasaur\00000052.jpg,1
pokeman\pikachu\00000209.jpg,4
pokeman\bulbasaur\00000146.jpg,1
pokeman\bulbasaur\00000183.jpg,1
pokeman\pikachu\00000124.jpg,4
pokeman\charmander\00000101.jpg,2
pokeman\squirtle\00000142.jpg,5
pokeman\mewtwo\00000142.jpg,3
pokeman\bulbasaur\00000140.JPG,1
pokeman\pikachu\00000177.png,4
pokeman\charmander\00000176.png,2
pokeman\mewtwo\00000056.png,3
pokeman\pikachu\00000007.jpg,4
pokeman\charmander\00000228.jpg,2
pokeman\bulbasaur\00000056.jpg,1
pokeman\squirtle\00000164.jpg,5
pokeman\charmander\00000058.png,2
pokeman\bulbasaur\00000062.jpg,1
pokeman\bulbasaur\00000046.png,1
pokeman\charmander\00000070.png,2
pokeman\pikachu\00000131.jpg,4
pokeman\squirtle\00000086.png,5
pokeman\bulbasaur\00000072.png,1
pokeman\squirtle\00000120.jpg,5
pokeman\pikachu\00000166.jpg,4
pokeman\bulbasaur\00000108.jpg,1
pokeman\pikachu\00000185.jpg,4
pokeman\charmander\00000159.png,2
pokeman\mewtwo\00000095.png,3
pokeman\squirtle\00000216.png,5
pokeman\bulbasaur\00000043.jpg,1
pokeman\squirtle\00000095.jpg,5
pokeman\pikachu\00000017.jpg,4
pokeman\squirtle\00000028.jpg,5
pokeman\squirtle\00000006.png,5
pokeman\charmander\00000172.png,2
pokeman\charmander\00000043.jpg,2
pokeman\charmander\00000227.jpg,2
pokeman\mewtwo\00000166.png,3
pokeman\charmander\00000209.jpg,2
pokeman\pikachu\00000002.png,4
pokeman\mewtwo\00000100.png,3
pokeman\bulbasaur\00000076.png,1
pokeman\bulbasaur\00000001.png,1
pokeman\bulbasaur\00000039.jpg,1
pokeman\charmander\00000193.png,2
pokeman\charmander\00000023.jpg,2
pokeman\charmander\00000137.png,2
pokeman\charmander\00000139.jpg,2
pokeman\mewtwo\00000040.png,3
pokeman\bulbasaur\00000208.png,1
pokeman\pikachu\00000043.png,4
pokeman\charmander\00000066.jpg,2
pokeman\squirtle\00000051.png,5
pokeman\mewtwo\00000241.png,3
pokeman\charmander\00000136.jpg,2
pokeman\pikachu\00000106.png,4
pokeman\charmander\00000063.png,2
pokeman\bulbasaur\00000106.png,1
pokeman\pikachu\00000086.jpg,4
pokeman\squirtle\00000193.jpg,5
pokeman\squirtle\00000013.jpg,5
pokeman\pikachu\00000232.png,4
pokeman\squirtle\00000007.jpg,5
pokeman\mewtwo\00000098.jpg,3
pokeman\pikachu\00000214.jpg,4
pokeman\bulbasaur\00000239.jpg,1
pokeman\charmander\00000046.png,2
pokeman\bulbasaur\00000195.jpg,1
pokeman\squirtle\00000184.jpg,5
pokeman\pikachu\00000089.jpg,4
pokeman\pikachu\00000187.jpg,4
pokeman\charmander\00000110.png,2
pokeman\squirtle\00000041.jpg,5
pokeman\charmander\00000130.png,2
pokeman\mewtwo\00000076.png,3
pokeman\charmander\00000093.jpg,2
pokeman\mewtwo\00000090.jpg,3
pokeman\mewtwo\00000211.jpg,3
pokeman\charmander\00000032.jpg,2
pokeman\pikachu\00000226.png,4
pokeman\squirtle\00000105.png,5
pokeman\pikachu\00000234.png,4
pokeman\mewtwo\00000162.png,3
pokeman\mewtwo\00000198.jpg,3
pokeman\bulbasaur\00000089.png,1
pokeman\bulbasaur\00000031.png,1
pokeman\pikachu\00000205.png,4
pokeman\pikachu\00000016.jpg,4
pokeman\squirtle\00000075.jpg,5
pokeman\bulbasaur\00000194.jpg,1
pokeman\mewtwo\00000232.jpg,3
pokeman\squirtle\00000015.png,5
pokeman\bulbasaur\00000114.png,1
pokeman\charmander\00000202.jpg,2
pokeman\pikachu\00000044.jpg,4
pokeman\pikachu\00000050.png,4
pokeman\squirtle\00000183.jpg,5
pokeman\bulbasaur\00000158.png,1
pokeman\squirtle\00000070.png,5
pokeman\squirtle\00000173.jpg,5
pokeman\squirtle\00000032.jpg,5
pokeman\squirtle\00000138.png,5
pokeman\bulbasaur\00000181.jpg,1
pokeman\mewtwo\00000010.png,3
pokeman\bulbasaur\00000092.jpg,1
pokeman\squirtle\00000226.jpg,5
pokeman\charmander\00000068.png,2
pokeman\charmander\00000131.jpg,2
pokeman\mewtwo\00000001.jpg,3
pokeman\pikachu\00000101.jpg,4
pokeman\charmander\00000092.jpg,2
pokeman\charmander\00000214.jpg,2
pokeman\bulbasaur\00000122.jpg,1
pokeman\pikachu\00000203.jpg,4
pokeman\pikachu\00000141.png,4
pokeman\bulbasaur\00000168.jpg,1
pokeman\squirtle\00000204.jpg,5
pokeman\charmander\00000240.jpg,2
pokeman\charmander\00000118.png,2
pokeman\bulbasaur\00000144.jpg,1
pokeman\charmander\00000065.jpg,2
pokeman\pikachu\00000095.jpg,4
pokeman\pikachu\00000105.jpg,4
pokeman\charmander\00000221.jpg,2
pokeman\squirtle\00000046.jpg,5
pokeman\mewtwo\00000069.png,3
pokeman\bulbasaur\00000024.png,1
pokeman\mewtwo\00000068.jpg,3
pokeman\bulbasaur\00000010.png,1
pokeman\squirtle\00000098.png,5
pokeman\bulbasaur\00000230.jpg,1
pokeman\bulbasaur\00000143.jpg,1
pokeman\mewtwo\00000009.png,3
pokeman\bulbasaur\00000017.png,1
pokeman\bulbasaur\00000047.png,1
pokeman\squirtle\00000097.png,5
pokeman\charmander\00000243.jpg,2
pokeman\mewtwo\00000063.jpg,3
pokeman\bulbasaur\00000119.jpg,1
pokeman\mewtwo\00000059.jpg,3
pokeman\mewtwo\00000006.jpg,3
pokeman\charmander\00000199.jpg,2
pokeman\mewtwo\00000206.png,3
pokeman\charmander\00000140.jpg,2
pokeman\bulbasaur\00000210.jpg,1
pokeman\pikachu\00000227.jpg,4
pokeman\charmander\00000004.png,2
pokeman\pikachu\00000112.jpg,4
pokeman\pikachu\00000035.png,4
pokeman\mewtwo\00000210.jpg,3
pokeman\squirtle\00000016.png,5
pokeman\bulbasaur\00000098.png,1
pokeman\squirtle\00000083.png,5
pokeman\bulbasaur\00000111.jpg,1
pokeman\charmander\00000132.png,2
pokeman\squirtle\00000065.png,5
pokeman\bulbasaur\00000133.png,1
pokeman\pikachu\00000136.jpg,4
pokeman\charmander\00000200.jpg,2
pokeman\mewtwo\00000086.jpg,3
pokeman\bulbasaur\00000176.png,1
pokeman\charmander\00000120.jpg,2
pokeman\squirtle\00000000.png,5
pokeman\pikachu\00000006.png,4
pokeman\bulbasaur\00000109.png,1
pokeman\squirtle\00000011.jpg,5
pokeman\bulbasaur\00000192.jpg,1
pokeman\mewtwo\00000105.jpg,3
pokeman\charmander\00000009.png,2
pokeman\squirtle\00000161.jpg,5
pokeman\pikachu\00000195.jpg,4
pokeman\pikachu\00000155.jpg,4
pokeman\charmander\00000145.jpg,2
pokeman\bulbasaur\00000187.jpg,1
pokeman\bulbasaur\00000126.png,1
pokeman\pikachu\00000212.jpg,4
pokeman\squirtle\00000149.png,5
pokeman\squirtle\00000072.jpg,5
pokeman\squirtle\00000218.jpg,5
pokeman\mewtwo\00000025.png,3
pokeman\bulbasaur\00000233.jpg,1
pokeman\charmander\00000191.jpg,2
pokeman\mewtwo\00000081.png,3
pokeman\mewtwo\00000003.jpg,3
pokeman\charmander\00000134.jpg,2
pokeman\charmander\00000049.jpg,2
pokeman\squirtle\00000054.jpg,5
pokeman\pikachu\00000122.jpg,4
pokeman\charmander\00000096.png,2
pokeman\bulbasaur\00000048.png,1
pokeman\mewtwo\00000005.png,3
pokeman\pikachu\00000057.png,4
pokeman\pikachu\00000159.jpg,4
